0.01	-0.22720948047068662
0.01	0.31279051952931336
0.05	0.5590169943749475
0.06	0.0981245526846779
0.08	0.5917536741017153
0.08	0.25175367410171534
0.09	0.38582679497899663
0.1	0.45778525229247313
0.13	0.8289686274214115
0.17	0.6663066800438637
0.18	0.9548270524660196
0.18	0.8748270524660196
0.18	1.0148270524660197
0.19	0.9797764858882514
0.21	0.9985831611286311
0.22	1.0622872507286887
0.22	0.7822872507286887
0.23	1.162114701314478
0.23	0.9821147013144779
0.25	1.06
0.28	1.0222872507286886
0.3	1.1410565162951536
0.3	1.2410565162951537
0.32	0.6348270524660194
0.33	1.0363066800438634
0.34	0.9043279255020149
0.35	0.6990169943749475
0.36	1.0705132427757893
0.38	0.4745471059286889
0.38	0.45454710592868885
0.39	0.8974239897486899
0.43	0.16577929156507287
0.44	0.25812455268467815
0.44	0.15812455268467815
0.47	0.007381314585725024
0.47	0.19738131458572503
0.48	0.19533323356430454
0.48	0.31533323356430454
0.49	-0.1772094804706864
0.49	0.2027905195293136
0.51	-0.26279051952931337
0.51	-0.052790519529313344
0.52	0.0846667664356957
0.52	0.044666766435695726
0.53	0.04261868541427524
0.55	-0.18901699437494773
0.55	-0.5690169943749477
0.56	-0.3681245526846783
0.57	-0.40577929156507225
0.57	-0.4957792915650723
0.58	-0.501753674101715
0.59	-0.7258267949789965
0.61	-0.4674239897486896
0.62	-0.9345471059286887
0.62	-0.9445471059286887
0.62	-0.8145471059286887
0.62	-0.5845471059286887
0.65	-0.5390169943749473
0.65	-0.7590169943749473
0.66	-0.9243279255020153
0.68	-1.0748270524660197
0.68	-1.0948270524660197
0.69	-0.9897764858882512
0.71	-0.9185831611286309
0.71	-1.128583161128631
0.71	-0.828583161128631
0.72	-0.8022872507286887
0.72	-0.9222872507286888
0.73	-1.1221147013144779
0.74	-0.7880267284282716
0.75	-1.15
0.78	-0.7222872507286887
0.79	-1.188583161128631
0.79	-0.9485831611286311
0.8	-0.8410565162951537
0.8	-0.6710565162951536
0.8	-1.0510565162951537
0.81	-0.7697764858882512
0.81	-0.8297764858882513
0.81	-0.6297764858882513
0.81	-0.9997764858882512
0.82	-1.04482705246602
0.84	-0.6343279255020156
0.84	-1.1143279255020155
0.85	-0.8490169943749476
0.86	-0.7005132427757896
0.87	-0.9689686274214115
0.89	-0.5774239897486897
0.9	-0.8777852522924734
0.9	-0.6577852522924734
0.91	-0.41582679497899633
0.91	-0.23582679497899633
0.92	-0.6717536741017154
0.93	-0.4857792915650722
0.93	-0.1957792915650722
0.93	-0.2257792915650722
0.97	0.042618685414275326
0.98	-0.09533323356430465
0.98	-0.4153332335643046
1.0	0.08999999999999975
